fips,city,state,cum_total_confirmed_to_date
84021035,Calloway,Kentucky,1522
84021037,Campbell,Kentucky,2461
84021039,Carlisle,Kentucky,178
84021041,Carroll,Kentucky,298
84021043,Carter,Kentucky,609
84021045,Casey,Kentucky,455
84021047,Christian,Kentucky,2688
84021049,Clark,Kentucky,801
84021051,Clay,Kentucky,920
84021053,Clinton,Kentucky,356
84021055,Crittenden,Kentucky,217
84021057,Cumberland,Kentucky,207
84021059,Daviess,Kentucky,3046
84021061,Edmonson,Kentucky,331
84021063,Elliott,Kentucky,560
84021065,Estill,Kentucky,409
84021067,Fayette,Kentucky,15241
84021069,Fleming,Kentucky,292
84021071,Floyd,Kentucky,1025
84021073,Franklin,Kentucky,1242
84021075,Fulton,Kentucky,276
84021077,Gallatin,Kentucky,181
84021079,Garrard,Kentucky,498
84021081,Grant,Kentucky,540
84021083,Graves,Kentucky,1553
84021085,Grayson,Kentucky,831
84021087,Green,Kentucky,457
84021089,Greenup,Kentucky,1091
84021091,Hancock,Kentucky,276
84021093,Hardin,Kentucky,3727
84021095,Harlan,Kentucky,807
84021097,Harrison,Kentucky,404
84021099,Hart,Kentucky,689
84021101,Henderson,Kentucky,1864
84021103,Henry,Kentucky,449
84021105,Hickman,Kentucky,141
84021107,Hopkins,Kentucky,1627
84021109,Jackson,Kentucky,621
84021111,Jefferson,Kentucky,32638
84021113,Jessamine,Kentucky,1541
84021115,Johnson,Kentucky,653
84021117,Kenton,Kentucky,4662
84021119,Knott,Kentucky,510
84021121,Knox,Kentucky,1132
84021123,Larue,Kentucky,504
84021125,Laurel,Kentucky,2227
84021127,Lawrence,Kentucky,339
84021129,Lee,Kentucky,846
84021131,Leslie,Kentucky,199
84021133,Letcher,Kentucky,463
84021135,Lewis,Kentucky,448
84021137,Lincoln,Kentucky,550
84021139,Livingston,Kentucky,244
84021141,Logan,Kentucky,1119
84021143,Lyon,Kentucky,176
84021151,Madison,Kentucky,3334
84021153,Magoffin,Kentucky,371
84021155,Marion,Kentucky,866
84021157,Marshall,Kentucky,840
84021159,Martin,Kentucky,364
84021161,Mason,Kentucky,341
84021145,McCracken,Kentucky,2268
84021147,McCreary,Kentucky,341
84021149,McLean,Kentucky,354
84021163,Meade,Kentucky,611
84021165,Menifee,Kentucky,113
84021167,Mercer,Kentucky,586
84021169,Metcalfe,Kentucky,348
84021171,Monroe,Kentucky,655
84021173,Montgomery,Kentucky,805
84021175,Morgan,Kentucky,268
84021177,Muhlenberg,Kentucky,1265
84021179,Nelson,Kentucky,1908
84021181,Nicholas,Kentucky,153
84021183,Ohio,Kentucky,845
84021185,Oldham,Kentucky,2139
84080021,Out of KY,Kentucky,0
84021187,Owen,Kentucky,173
84021189,Owsley,Kentucky,178
84021191,Pendleton,Kentucky,297
84021193,Perry,Kentucky,867
84021195,Pike,Kentucky,1628
84021197,Powell,Kentucky,415
84021199,Pulaski,Kentucky,1393
84021201,Robertson,Kentucky,68
84021203,Rockcastle,Kentucky,465
84021205,Rowan,Kentucky,661
84021207,Russell,Kentucky,518
84021209,Scott,Kentucky,1535
84021211,Shelby,Kentucky,2027
84021213,Simpson,Kentucky,544
84021215,Spencer,Kentucky,549
84021217,Taylor,Kentucky,815
84021219,Todd,Kentucky,381
84021221,Trigg,Kentucky,356
84021223,Trimble,Kentucky,144
84090021,Unassigned,Kentucky,0
84021225,Union,Kentucky,681
84021227,Warren,Kentucky,6669
84021229,Washington,Kentucky,446
84021231,Wayne,Kentucky,454
84021233,Webster,Kentucky,522
84021235,Whitley,Kentucky,1339
84021237,Wolfe,Kentucky,161
84021239,Woodford,Kentucky,650
84022001,Acadia,Louisiana,3678
84022003,Allen,Louisiana,2046
84022005,Ascension,Louisiana,5325
84022007,Assumption,Louisiana,972
84022009,Avoyelles,Louisiana,1997
84022011,Beauregard,Louisiana,1270
84022013,Bienville,Louisiana,726
84022015,Bossier,Louisiana,5774
84022017,Caddo,Louisiana,12329
84022019,Calcasieu,Louisiana,9924
84022021,Caldwell,Louisiana,593
84022023,Cameron,Louisiana,272
84022025,Catahoula,Louisiana,582
84022027,Claiborne,Louisiana,715
84022029,Concordia,Louisiana,911
84022031,De Soto,Louisiana,1178
84022033,East Baton Rouge,Louisiana,18764
84022035,East Carroll,Louisiana,670
84022037,East Feliciana,Louisiana,2048
84022039,Evangeline,Louisiana,1753
84022041,Franklin,Louisiana,1653
84022043,Grant,Louisiana,664
84022045,Iberia,Louisiana,3446
84022047,Iberville,Louisiana,1799
84022049,Jackson,Louisiana,1098
84022051,Jefferson,Louisiana,20927
84022053,Jefferson Davis,Louisiana,1603
84022059,LaSalle,Louisiana,819
84022055,Lafayette,Louisiana,11146
84022057,Lafourche,Louisiana,4455
84022061,Lincoln,Louisiana,2318
84022063,Livingston,Louisiana,5456
84022065,Madison,Louisiana,1018
84022067,Morehouse,Louisiana,1197
84022069,Natchitoches,Louisiana,1909
84022071,Orleans,Louisiana,14978
84022073,Ouachita,Louisiana,9267
84080022,Out of LA,Louisiana,0
84022075,Plaquemines,Louisiana,1057
84022077,Pointe Coupee,Louisiana,1302
84022079,Rapides,Louisiana,5948
84022081,Red River,Louisiana,551
84022083,Richland,Louisiana,1323
84022085,Sabine,Louisiana,1320
84022087,St. Bernard,Louisiana,1715
84022089,St. Charles,Louisiana,2391
84022091,St. Helena,Louisiana,501
84022093,St. James,Louisiana,934
84022095,St. John the Baptist,Louisiana,1873
84022097,St. Landry,Louisiana,4597
84022099,St. Martin,Louisiana,2545
84022101,St. Mary,Louisiana,2271
84022103,St. Tammany,Louisiana,9514
84022105,Tangipahoa,Louisiana,6190
84022107,Tensas,Louisiana,205
84022109,Terrebonne,Louisiana,4303
84090022,Unassigned,Louisiana,357
84022111,Union,Louisiana,1338
84022113,Vermilion,Louisiana,2404
84022115,Vernon,Louisiana,1327
84022117,Washington,Louisiana,2150
84022119,Webster,Louisiana,1844
84022121,West Baton Rouge,Louisiana,1228
84022123,West Carroll,Louisiana,556
84022125,West Feliciana,Louisiana,779
84022127,Winn,Louisiana,906
84023001,Androscoggin,Maine,1327
84023003,Aroostook,Maine,94
84023005,Cumberland,Maine,3488
84023007,Franklin,Maine,192
84023009,Hancock,Maine,208
84023011,Kennebec,Maine,657
84023013,Knox,Maine,182
84023015,Lincoln,Maine,132
84080023,Out of ME,Maine,0
84023017,Oxford,Maine,278
84023019,Penobscot,Maine,629
84023021,Piscataquis,Maine,34
84023023,Sagadahoc,Maine,128
84023025,Somerset,Maine,397
84090023,Unassigned,Maine,1
84023027,Waldo,Maine,203
84023029,Washington,Maine,178
84023031,York,Maine,1995
84024001,Allegany,Maryland,2282
84024003,Anne Arundel,Maryland,15294
84024005,Baltimore,Maryland,26583
84024510,Baltimore City,Maryland,22466
84024009,Calvert,Maryland,1456
84024011,Caroline,Maryland,860
84024013,Carroll,Maryland,2978
84024015,Cecil,Maryland,1820
84024017,Charles,Maryland,3990
84024019,Dorchester,Maryland,950
84024021,Frederick,Maryland,6036
84024023,Garrett,Maryland,470
84024025,Harford,Maryland,5344
84024027,Howard,Maryland,7340
84024029,Kent,Maryland,399
84024031,Montgomery,Maryland,30882
84080024,Out of MD,Maryland,0
84024033,Prince George's,Maryland,38428
84024035,Queen Anne's,Maryland,1001
84024039,Somerset,Maryland,727
84024037,St. Mary's,Maryland,1889
84024041,Talbot,Maryland,742
84090024,Unassigned,Maryland,0
84024043,Washington,Maryland,3509
84024045,Wicomico,Maryland,3112
84024047,Worcester,Maryland,1413
84025001,Barnstable,Massachusetts,2626
84025003,Berkshire,Massachusetts,1245
84025005,Bristol,Massachusetts,17718
84025007,Dukes,Massachusetts,0
84070002,Dukes and Nantucket,Massachusetts,496
84025009,Essex,Massachusetts,31122
84025011,Franklin,Massachusetts,579
84025013,Hampden,Massachusetts,14167
84025015,Hampshire,Massachusetts,2074
84025017,Middlesex,Massachusetts,41384
84025019,Nantucket,Massachusetts,0
84025021,Norfolk,Massachusetts,14766
84080025,Out of MA,Massachusetts,0
84025023,Plymouth,Massachusetts,13617
84025025,Suffolk,Massachusetts,34584
84090025,Unassigned,Massachusetts,7362
84025027,Worcester,Massachusetts,22415
84026001,Alcona,Michigan,127
84026003,Alger,Michigan,205
84026005,Allegan,Michigan,3348
84026007,Alpena,Michigan,452
84026009,Antrim,Michigan,324
84026011,Arenac,Michigan,309
84026013,Baraga,Michigan,387
84026015,Barry,Michigan,1707
84026017,Bay,Michigan,3634
84026019,Benzie,Michigan,295
84026021,Berrien,Michigan,5564
84026023,Branch,Michigan,1951
84026025,Calhoun,Michigan,5309
84026027,Cass,Michigan,1926
84026029,Charlevoix,Michigan,459
84026031,Cheboygan,Michigan,389
84026033,Chippewa,Michigan,649
84026035,Clare,Michigan,624
84026037,Clinton,Michigan,2396
84026039,Crawford,Michigan,284
84026041,Delta,Michigan,2286
84026043,Dickinson,Michigan,1527
84026045,Eaton,Michigan,2564
84026047,Emmet,Michigan,835
84070005,Federal Correctional Institution (FCI),Michigan,199
84026049,Genesee,Michigan,12517
84026051,Gladwin,Michigan,643
84026053,Gogebic,Michigan,702
84026055,Grand Traverse,Michigan,1586
84026057,Gratiot,Michigan,1344
84026059,Hillsdale,Michigan,1348
84026061,Houghton,Michigan,1416
84026063,Huron,Michigan,592
84026065,Ingham,Michigan,7733
84026067,Ionia,Michigan,1882
84026069,Iosco,Michigan,591
84026071,Iron,Michigan,674
84026073,Isabella,Michigan,2114
84026075,Jackson,Michigan,4113
84026077,Kalamazoo,Michigan,8256
84026079,Kalkaska,Michigan,293
84026081,Kent,Michigan,28334
84026083,Keweenaw,Michigan,62
84026085,Lake,Michigan,165
84026087,Lapeer,Michigan,1954
84026089,Leelanau,Michigan,319
84026091,Lenawee,Michigan,2103
84026093,Livingston,Michigan,4534
84026095,Luce,Michigan,153
84026097,Mackinac,Michigan,246
84026099,Macomb,Michigan,31828
84026101,Manistee,Michigan,301
84026103,Marquette,Michigan,2540
84026105,Mason,Michigan,504
84026107,Mecosta,Michigan,1030
84026109,Menominee,Michigan,1186
84070004,Michigan Department of Corrections (MDOC),Michigan,11730
84026111,Midland,Michigan,2564
84026113,Missaukee,Michigan,238
84026115,Monroe,Michigan,4351
84026117,Montcalm,Michigan,1538
84026119,Montmorency,Michigan,115
84026121,Muskegon,Michigan,6244
84026123,Newaygo,Michigan,1308
84026125,Oakland,Michigan,40381
84026127,Oceana,Michigan,1039
84026129,Ogemaw,Michigan,387
84026131,Ontonagon,Michigan,257
84026133,Osceola,Michigan,417
84026135,Oscoda,Michigan,118
84026137,Otsego,Michigan,630
84026139,Ottawa,Michigan,11699
84080026,Out of MI,Michigan,896
84026141,Presque Isle,Michigan,196
84026143,Roscommon,Michigan,478
84026145,Saginaw,Michigan,7360
84026151,Sanilac,Michigan,548
84026153,Schoolcraft,Michigan,163
84026155,Shiawassee,Michigan,1626
84026147,St. Clair,Michigan,3620
84026149,St. Joseph,Michigan,2266
84026157,Tuscola,Michigan,1426
84090026,Unassigned,Michigan,27
84026159,Van Buren,Michigan,2352
84026161,Washtenaw,Michigan,8673
84026163,Wayne,Michigan,57090
84026165,Wexford,Michigan,471
84027001,Aitkin,Minnesota,616
84027003,Anoka,Minnesota,18740
84027005,Becker,Minnesota,1606
84027007,Beltrami,Minnesota,1729
84027009,Benton,Minnesota,2511
84027011,Big Stone,Minnesota,262
84027013,Blue Earth,Minnesota,3599
84027015,Brown,Minnesota,1069
84027017,Carlton,Minnesota,1407
84027019,Carver,Minnesota,3808
84027021,Cass,Minnesota,1117
84027023,Chippewa,Minnesota,721
84027025,Chisago,Minnesota,2700
84027027,Clay,Minnesota,4248
84027029,Clearwater,Minnesota,407
84027031,Cook,Minnesota,54
84027033,Cottonwood,Minnesota,627
84027035,Crow Wing,Minnesota,2976
84027037,Dakota,Minnesota,18228
84027039,Dodge,Minnesota,752
84027041,Douglas,Minnesota,2038
84027043,Faribault,Minnesota,449
84027045,Fillmore,Minnesota,564
84027047,Freeborn,Minnesota,1307
84027049,Goodhue,Minnesota,1675
84027051,Grant,Minnesota,215
84027053,Hennepin,Minnesota,56816
84027055,Houston,Minnesota,582
84027057,Hubbard,Minnesota,898
84027059,Isanti,Minnesota,1539
84027061,Itasca,Minnesota,1601
84027063,Jackson,Minnesota,384
84027065,Kanabec,Minnesota,482
84027067,Kandiyohi,Minnesota,3298
84027069,Kittson,Minnesota,170
84027071,Koochiching,Minnesota,315
84027073,Lac qui Parle,Minnesota,303
84027075,Lake,Minnesota,326
84027077,Lake of the Woods,Minnesota,78
84027079,Le Sueur,Minnesota,1249
84027081,Lincoln,Minnesota,293
84027083,Lyon,Minnesota,1783
84027087,Mahnomen,Minnesota,231
84027089,Marshall,Minnesota,388
84027091,Martin,Minnesota,935
84027085,McLeod,Minnesota,1691
84027093,Meeker,Minnesota,960
84027095,Mille Lacs,Minnesota,1238
84027097,Morrison,Minnesota,2011
84027099,Mower,Minnesota,2256
84027101,Murray,Minnesota,509
84027103,Nicollet,Minnesota,1388
84027105,Nobles,Minnesota,2915
84027107,Norman,Minnesota,293
84027109,Olmsted,Minnesota,5889
84027111,Otter Tail,Minnesota,2415
84080027,Out of MN,Minnesota,0
84027113,Pennington,Minnesota,480
84027115,Pine,Minnesota,1139
84027117,Pipestone,Minnesota,640
84027119,Polk,Minnesota,2140
84027121,Pope,Minnesota,443
84027123,Ramsey,Minnesota,24102
84027125,Red Lake,Minnesota,172
84027127,Redwood,Minnesota,724
84027129,Renville,Minnesota,652
84027131,Rice,Minnesota,3431
84027133,Rock,Minnesota,607
84027135,Roseau,Minnesota,899
84027139,Scott,Minnesota,7131
84027141,Sherburne,Minnesota,4868
84027143,Sibley,Minnesota,648
84027137,St. Louis,Minnesota,6911
84027145,Stearns,Minnesota,11795
84027147,Steele,Minnesota,1590
84027149,Stevens,Minnesota,419
84027151,Swift,Minnesota,468
84027153,Todd,Minnesota,1581
84027155,Traverse,Minnesota,116
84090027,Unassigned,Minnesota,363
84027157,Wabasha,Minnesota,862
84027159,Wadena,Minnesota,652
84027161,Waseca,Minnesota,1254
84027163,Washington,Minnesota,12043
84027165,Watonwan,Minnesota,754
84027167,Wilkin,Minnesota,309
84027169,Winona,Minnesota,2360
84027171,Wright,Minnesota,6218
84027173,Yellow Medicine,Minnesota,520
84028001,Adams,Mississippi,1337
84028003,Alcorn,Mississippi,1421
84028005,Amite,Mississippi,503
84028007,Attala,Mississippi,1054
84028009,Benton,Mississippi,482
84028011,Bolivar,Mississippi,2369
84028013,Calhoun,Mississippi,710
84028015,Carroll,Mississippi,698
84028017,Chickasaw,Mississippi,1019
84028019,Choctaw,Mississippi,303
84028021,Claiborne,Mississippi,574
84028023,Clarke,Mississippi,877
84028025,Clay,Mississippi,855
84028027,Coahoma,Mississippi,1460
84028029,Copiah,Mississippi,1586
84028031,Covington,Mississippi,1157
84028033,DeSoto,Mississippi,9467
84028035,Forrest,Mississippi,3591
84028037,Franklin,Mississippi,313
84028039,George,Mississippi,1210
84028041,Greene,Mississippi,581
84028043,Grenada,Mississippi,1354
84028045,Hancock,Mississippi,1123
84028047,Harrison,Mississippi,6763
84028049,Hinds,Mississippi,9460
84028051,Holmes,Mississippi,1231
84028053,Humphreys,Mississippi,519
84028055,Issaquena,Mississippi,108
84028057,Itawamba,Mississippi,1439
84028059,Jackson,Mississippi,6019
84028061,Jasper,Mississippi,799
84028063,Jefferson,Mississippi,335
84028065,Jefferson Davis,Mississippi,537
84028067,Jones,Mississippi,3400
84028069,Kemper,Mississippi,405
84028071,Lafayette,Mississippi,3107
84028073,Lamar,Mississippi,2722
84028075,Lauderdale,Mississippi,3312
84028077,Lawrence,Mississippi,697
84028079,Leake,Mississippi,1312
84028081,Lee,Mississippi,4740
84028083,Leflore,Mississippi,1987
84028085,Lincoln,Mississippi,1833
84028087,Lowndes,Mississippi,2265
84028089,Madison,Mississippi,4573
84028091,Marion,Mississippi,1079
84028093,Marshall,Mississippi,2057
84028095,Monroe,Mississippi,1882
84028097,Montgomery,Mississippi,717
84028099,Neshoba,Mississippi,2161
84028101,Newton,Mississippi,1025
84028103,Noxubee,Mississippi,688
84028105,Oktibbeha,Mississippi,2364
84080028,Out of MS,Mississippi,0
84028107,Panola,Mississippi,2094
84028109,Pearl River,Mississippi,1405
84028111,Perry,Mississippi,636
84028113,Pike,Mississippi,1596
84028115,Pontotoc,Mississippi,1907
84028117,Prentiss,Mississippi,1377
84028119,Quitman,Mississippi,474
84028121,Rankin,Mississippi,5187
84028123,Scott,Mississippi,1491
84028125,Sharkey,Mississippi,304
84028127,Simpson,Mississippi,1430
84028129,Smith,Mississippi,684
84028131,Stone,Mississippi,704
84028133,Sunflower,Mississippi,1870
84028135,Tallahatchie,Mississippi,944
84028137,Tate,Mississippi,1607
84028139,Tippah,Mississippi,1199
84028141,Tishomingo,Mississippi,1049
84028143,Tunica,Mississippi,594
84090028,Unassigned,Mississippi,0
84028145,Union,Mississippi,1586
84028147,Walthall,Mississippi,735
84028149,Warren,Mississippi,1707
84028151,Washington,Mississippi,3034
84028153,Wayne,Mississippi,1151
84028155,Webster,Mississippi,415
84028157,Wilkinson,Mississippi,383
84028159,Winston,Mississippi,1124
84028161,Yalobusha,Mississippi,666
84028163,Yazoo,Mississippi,1468
84029001,Adair,Missouri,997
84029003,Andrew,Missouri,702
84029005,Atchison,Missouri,184
84029007,Audrain,Missouri,938
84029009,Barry,Missouri,1351
84029011,Barton,Missouri,595
84029013,Bates,Missouri,460
84029015,Benton,Missouri,722
84029017,Bollinger,Missouri,760
84029019,Boone,Missouri,9516
84029021,Buchanan,Missouri,4151
84029023,Butler,Missouri,1934
84029025,Caldwell,Missouri,344
84029027,Callaway,Missouri,2520
84029029,Camden,Missouri,2281
84029031,Cape Girardeau,Missouri,4523
84029033,Carroll,Missouri,368
84029035,Carter,Missouri,272
84029037,Cass,Missouri,3338
84029039,Cedar,Missouri,418
84029041,Chariton,Missouri,217
84029043,Christian,Missouri,3444
84029045,Clark,Missouri,269
84029047,Clay,Missouri,4213
84029049,Clinton,Missouri,814
84029051,Cole,Missouri,5523
84029053,Cooper,Missouri,1082
84029055,Crawford,Missouri,1077
84029057,Dade,Missouri,268
84029059,Dallas,Missouri,559
84029061,Daviess,Missouri,306
84029063,DeKalb,Missouri,505
84029065,Dent,Missouri,442
84029067,Douglas,Missouri,381
84029069,Dunklin,Missouri,1578
84029071,Franklin,Missouri,4330
84029073,Gasconade,Missouri,405
84029075,Gentry,Missouri,369
84029077,Greene,Missouri,12699
84029079,Grundy,Missouri,468
84029081,Harrison,Missouri,357
84029083,Henry,Missouri,964
84029085,Hickory,Missouri,344
84029087,Holt,Missouri,232
84029089,Howard,Missouri,437
84029091,Howell,Missouri,1505
84029093,Iron,Missouri,206
84029095,Jackson,Missouri,15478
84029097,Jasper,Missouri,7699
84029099,Jefferson,Missouri,9555
84029101,Johnson,Missouri,2301
84070003,Kansas City,Missouri,21042
84029103,Knox,Missouri,124
84029105,Laclede,Missouri,1659
84029107,Lafayette,Missouri,1355
84029109,Lawrence,Missouri,1772
84029111,Lewis,Missouri,410
84029113,Lincoln,Missouri,2114
84029115,Linn,Missouri,283
84029117,Livingston,Missouri,730
84029121,Macon,Missouri,565
84029123,Madison,Missouri,773
84029125,Maries,Missouri,330
84029127,Marion,Missouri,1593
84029119,McDonald,Missouri,1352
84029129,Mercer,Missouri,76
84029131,Miller,Missouri,1390
84029133,Mississippi,Missouri,696
84029135,Moniteau,Missouri,1120
84029137,Monroe,Missouri,339
84029139,Montgomery,Missouri,292
84029141,Morgan,Missouri,989
84029143,New Madrid,Missouri,1228
84029145,Newton,Missouri,2796
84029147,Nodaway,Missouri,1826
84029149,Oregon,Missouri,346
84029151,Osage,Missouri,848
84080029,Out of MO,Missouri,0
84029153,Ozark,Missouri,274
84029155,Pemiscot,Missouri,1012
84029157,Perry,Missouri,1423
84029159,Pettis,Missouri,2564
84029161,Phelps,Missouri,1508
84029163,Pike,Missouri,797
84029165,Platte,Missouri,1487
84029167,Polk,Missouri,1297
84029169,Pulaski,Missouri,1447
84029171,Putnam,Missouri,110
84029173,Ralls,Missouri,400
84029175,Randolph,Missouri,1106
84029177,Ray,Missouri,607
84029179,Reynolds,Missouri,152
84029181,Ripley,Missouri,453
84029195,Saline,Missouri,1464
84029197,Schuyler,Missouri,119
84029199,Scotland,Missouri,170
84029201,Scott,Missouri,2382
84029203,Shannon,Missouri,323
84029205,Shelby,Missouri,177
84029183,St. Charles,Missouri,17715
84029185,St. Clair,Missouri,290
84029187,St. Francois,Missouri,4597
84029189,St. Louis,Missouri,45635
84029510,St. Louis City,Missouri,11550
84029186,Ste. Genevieve,Missouri,929
84029207,Stoddard,Missouri,1459
84029209,Stone,Missouri,1070
84029211,Sullivan,Missouri,537
84029213,Taney,Missouri,2562
84029215,Texas,Missouri,891
84090029,Unassigned,Missouri,0
84029217,Vernon,Missouri,603
84029219,Warren,Missouri,1057
84029221,Washington,Missouri,1299
84029223,Wayne,Missouri,450
84029225,Webster,Missouri,1673
84029227,Worth,Missouri,59
84029229,Wright,Missouri,724
84030001,Beaverhead,Montana,520
84030003,Big Horn,Montana,1754
84030005,Blaine,Montana,481
84030007,Broadwater,Montana,167
84030009,Carbon,Montana,542
84030011,Carter,Montana,108
84030013,Cascade,Montana,4405
84030015,Chouteau,Montana,237
84030017,Custer,Montana,649
84030019,Daniels,Montana,90
84030021,Dawson,Montana,563
84030023,Deer Lodge,Montana,658
84030025,Fallon,Montana,223
84030027,Fergus,Montana,496
84030029,Flathead,Montana,5737
84030031,Gallatin,Montana,6514
84030033,Garfield,Montana,59
84030035,Glacier,Montana,1137
84030037,Golden Valley,Montana,24
84030039,Granite,Montana,119
84030041,Hill,Montana,1229
84030043,Jefferson,Montana,409
84030045,Judith Basin,Montana,46
84030047,Lake,Montana,897
84030049,Lewis and Clark,Montana,2265
84030051,Liberty,Montana,65
84030053,Lincoln,Montana,660
84030057,Madison,Montana,386
84030055,McCone,Montana,87
84030059,Meagher,Montana,103
84030061,Mineral,Montana,42
84030063,Missoula,Montana,4106
84030065,Musselshell,Montana,195
84080030,Out of MT,Montana,0
84030067,Park,Montana,531
84030069,Petroleum,Montana,6
84030071,Phillips,Montana,247
84030073,Pondera,Montana,278
84030075,Powder River,Montana,82
84030077,Powell,Montana,425
84030079,Prairie,Montana,65
84030081,Ravalli,Montana,1260
84030083,Richland,Montana,491
84030085,Roosevelt,Montana,1181
84030087,Rosebud,Montana,840
84030089,Sanders,Montana,196
84030091,Sheridan,Montana,234
84030093,Silver Bow,Montana,1677
84030095,Stillwater,Montana,398
84030097,Sweet Grass,Montana,213
84030099,Teton,Montana,159
84030101,Toole,Montana,589
84030103,Treasure,Montana,28
84090030,Unassigned,Montana,0
84030105,Valley,Montana,525
84030107,Wheatland,Montana,98
84030109,Wibaux,Montana,73
84030111,Yellowstone,Montana,9973
84031001,Adams,Nebraska,1463
84031003,Antelope,Nebraska,297
84031005,Arthur,Nebraska,14
84031007,Banner,Nebraska,13
84031009,Blaine,Nebraska,14
84031011,Boone,Nebraska,281
84031013,Box Butte,Nebraska,523
84031015,Boyd,Nebraska,112
84031017,Brown,Nebraska,152
84031019,Buffalo,Nebraska,3241
84031021,Burt,Nebraska,366
84031023,Butler,Nebraska,493
84031025,Cass,Nebraska,1016
84031027,Cedar,Nebraska,318
84031029,Chase,Nebraska,244
84031031,Cherry,Nebraska,163
84031033,Cheyenne,Nebraska,412
84031035,Clay,Nebraska,344
84031037,Colfax,Nebraska,1228
84031039,Cuming,Nebraska,550
84031041,Custer,Nebraska,418
84031043,Dakota,Nebraska,3006
84031045,Dawes,Nebraska,422
84031047,Dawson,Nebraska,1843
84031049,Deuel,Nebraska,33
84031051,Dixon,Nebraska,350
84031053,Dodge,Nebraska,2591
84031055,Douglas,Nebraska,35661
84031057,Dundy,Nebraska,54
84031059,Fillmore,Nebraska,298
84031061,Franklin,Nebraska,158
84031063,Frontier,Nebraska,95
84031065,Furnas,Nebraska,223
84031067,Gage,Nebraska,1136
84031069,Garden,Nebraska,70
84031071,Garfield,Nebraska,89
84031073,Gosper,Nebraska,103
84031075,Grant,Nebraska,16
84031077,Greeley,Nebraska,112
84031079,Hall,Nebraska,4098
84031081,Hamilton,Nebraska,469
84031083,Harlan,Nebraska,115
84031085,Hayes,Nebraska,38
84031087,Hitchcock,Nebraska,86
84031089,Holt,Nebraska,487
84031091,Hooker,Nebraska,42
84031093,Howard,Nebraska,315
84031095,Jefferson,Nebraska,287
84031097,Johnson,Nebraska,302
84031099,Kearney,Nebraska,454
84031101,Keith,Nebraska,322
84031103,Keya Paha,Nebraska,17
84031105,Kimball,Nebraska,148
84031107,Knox,Nebraska,395
84031109,Lancaster,Nebraska,14345
84031111,Lincoln,Nebraska,1992
84031113,Logan,Nebraska,32
84031115,Loup,Nebraska,28
84031119,Madison,Nebraska,2845
84031117,McPherson,Nebraska,15
84031121,Merrick,Nebraska,402
84031123,Morrill,Nebraska,275
84031125,Nance,Nebraska,238
84031127,Nemaha,Nebraska,281
84031129,Nuckolls,Nebraska,180
84031131,Otoe,Nebraska,676
84080031,Out of NE,Nebraska,0
84031133,Pawnee,Nebraska,70
84031135,Perkins,Nebraska,119
84031137,Phelps,Nebraska,499
84031139,Pierce,Nebraska,395
84031141,Platte,Nebraska,2871
84031143,Polk,Nebraska,297
84031145,Red Willow,Nebraska,523
84031147,Richardson,Nebraska,296
84031149,Rock,Nebraska,75
84031151,Saline,Nebraska,1363
84031153,Sarpy,Nebraska,10167
84031155,Saunders,Nebraska,1121
84031157,Scotts Bluff,Nebraska,2500
84031159,Seward,Nebraska,732
84031161,Sheridan,Nebraska,260
84031163,Sherman,Nebraska,116
84031165,Sioux,Nebraska,18
84031167,Stanton,Nebraska,182
84031169,Thayer,Nebraska,215
84031171,Thomas,Nebraska,27
84031173,Thurston,Nebraska,520
84090031,Unassigned,Nebraska,930
84031175,Valley,Nebraska,168
84031177,Washington,Nebraska,1018
84031179,Wayne,Nebraska,677
84031181,Webster,Nebraska,172
84031183,Wheeler,Nebraska,12
84031185,York,Nebraska,880
84032510,Carson City,Nevada,1562
84032001,Churchill,Nevada,643
84032003,Clark,Nevada,103499
84032005,Douglas,Nevada,523
84032007,Elko,Nevada,2279
84032009,Esmeralda,Nevada,5
84032011,Eureka,Nevada,22
84032013,Humboldt,Nevada,263
84032015,Lander,Nevada,160
84032017,Lincoln,Nevada,162
84032019,Lyon,Nevada,751
84032021,Mineral,Nevada,65
84032023,Nye,Nevada,1126
84080032,Out of NV,Nevada,0
84032027,Pershing,Nevada,46
84032029,Storey,Nevada,33
84090032,Unassigned,Nevada,0
84032031,Washoe,Nevada,20358
84032033,White Pine,Nevada,236
84033001,Belknap,New Hampshire,532
84033003,Carroll,New Hampshire,290
84033005,Cheshire,New Hampshire,423
84033007,Coos,New Hampshire,271
84033009,Grafton,New Hampshire,463
84033011,Hillsborough,New Hampshire,7620
84033013,Merrimack,New Hampshire,1476
84080033,Out of NH,New Hampshire,0
84033015,Rockingham,New Hampshire,4118
84033017,Strafford,New Hampshire,1394
84033019,Sullivan,New Hampshire,192
84090033,Unassigned,New Hampshire,536
84034001,Atlantic,New Jersey,7162
84034003,Bergen,New Jersey,31447
84034005,Burlington,New Jersey,11699
84034007,Camden,New Jersey,16540
84034009,Cape May,New Jersey,1516
84034011,Cumberland,New Jersey,4689
84034013,Essex,New Jersey,32441
84034015,Gloucester,New Jersey,7947
84034017,Hudson,New Jersey,28764
84034019,Hunterdon,New Jersey,2186
84034021,Mercer,New Jersey,12257
84034023,Middlesex,New Jersey,27671
84034025,Monmouth,New Jersey,18335
84034027,Morris,New Jersey,12085
84034029,Ocean,New Jersey,19880
84080034,Out of NJ,New Jersey,0
